,Date,StartupName,CityLocation,InvestorsName,InvestmentType,AmountInUSD
770,08/02/2016,iStyleYou,Gurgaon,Green House Ventures (GHV),Seed Funding,"100,000"
771,08/02/2016,AdUrCup,New Delhi,Green House Ventures (GHV),Seed Funding,"100,000"
772,08/02/2016,Xpressbees,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,"12,500,000"
773,10/02/2016,Capzest,Mumbai,Lion Ventures,Seed Funding,"200,000"
774,10/02/2016,Affimity,Bangalore,undisclosed investors,Seed Funding,"1,200,000"
775,10/02/2016,Anandakanda,Pune,undisclosed investors,Seed Funding,"150,000"
776,12/02/2016,ActOnMagic,Bangalore,Jayabalan Subramanian,Seed Funding,"125,000"
777,12/02/2016,Bonhomia,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,"1,000,000"
778,12/02/2016,iGrenEnergi,Mumbai,Sunil Mehta,Seed Funding,"1,000,000"
779,12/02/2016,RKSV,Mumbai,Kalaari Capital,Private Equity,"4,000,000"
780,15/02/2016,Aasaanjobs,Mumbai,"Aspada Advisors, IDG Ventures,  Inventus Capital",Private Equity,"5,000,000"
781,15/02/2016,Snapdeal,New Delhi,Ontario Teachers’ Pension Plan & Others,Private Equity,"200,000,000"
782,15/02/2016,GoYaNo,Gurgaon,Mukesh Kumar Gupta,Seed Funding,"50,000"
783,15/02/2016,RentSher,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,"300,000"
784,15/02/2016,Buddy,Bangalore,"Blume Ventures,  Tracxn Labs",Seed Funding,"500,000"
785,16/02/2016,TableHero,Bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,"1,000,000"
786,16/02/2016,BetterPlace,Bangalore,Unitus Seed Fund,Seed Funding,"970,000"
787,16/02/2016,icustommadeit,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,"4,000,000"
788,17/02/2016,GameZop,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,"350,000"
789,17/02/2016,The Viral Fever,Mumbai,Tiger Global,Private Equity,"10,000,000"
790,17/02/2016,Avanti Learning,New Delhi,Michael & Susan Dell Foundation,Private Equity,"5,000,000"
791,18/02/2016,HealthKumbh,Ahmedabad,Undisclosed investor,Seed Funding,"73,000"
792,18/02/2016,Careongo,New Delhi,Farooq Oomerbhoy & Other angel investors,Seed Funding,"300,000"
793,18/02/2016,Ark Robot,Bangalore,Qualcomm (Through QPrize Contest),Seed Funding,"350,000"
794,19/02/2016,Jaypore,New Delhi,Aavishkaar,Private Equity,"5,000,000"
795,19/02/2016,Advantage Club,Gurgaon,Purvi Ventures & Others,Seed Funding,"400,000"
796,22/02/2016,Baby Berry,Bangalore,Nitin Bagmane & Other undisclosed investors,Seed Funding,"1,000,000"
797,22/02/2016,Magicpin,New Delhi,Lightspeed India,Private Equity,"3,000,000"
798,22/02/2016,First Eat,New Delhi,Undisclosed investor,Seed Funding,"100,000"
799,22/02/2016,Taskbob,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,"4,500,000"
800,22/02/2016,Styledotme,New Delhi,Indian Angel Network,Seed Funding,"37,000"
801,23/02/2016,CupoNation,Gurgaon,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,"11,000,000"
802,24/02/2016,Sayfix,Bangalore,Yajnanarayana Kammaje,Seed Funding,"160,000"
803,24/02/2016,NoBroker,Bangalore,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,"10,000,000"
804,24/02/2016,AppilyEver,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed Funding,"400,000"
805,24/02/2016,Pocketin,Noida,Swastika Company Ltd,Seed Funding,"150,000"
806,25/02/2016,OfBusiness,Gurgaon,Matrix Partners India,Private Equity,"5,000,000"
807,25/02/2016,Juspay,Bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,"5,800,000"
808,25/02/2016,Funcart,New Delhi,Undisclosed HNIs,Seed Funding,"70,000"
809,26/02/2016,Freedom Smart Labs,New Delhi,Kapil Goel,Seed Funding,"145,000"
810,26/02/2016,EduBridge,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,"2,500,000"
811,29/02/2016,Hopscotch,Mumbai,Eduardo Saverin,Private Equity,"13,000,000"
812,04/1/2016,B9 Beverages,New Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,"6,000,000"
813,05/1/2016,MyChild App,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,"100,000"
814,05/1/2016,360Ride,Bangalore,Undisclosed,Seed Funding,"150,000"
815,05/1/2016,AlefMobitech,Mumbai,Tata Capital Innovation Fund,Private Equity,"5,000,000"
816,06/01/2016,Sensara,Bangalore,"Lalitesh Katragadda,  Ganayantrika Systems",Seed Funding,"750,000"
817,06/01/2016,Zebpay,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,"1,000,000"
818,06/01/2016,PlanMyMedicalTrip,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,"150,000"
819,06/01/2016,MyCity4Kids,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,"3,000,000"
820,06/01/2016,Justdakhila.com,New Delhi,Ankur Gupta,Seed Funding,"750,000"
821,07/01/2016,Infurnia,Bangalore,Idein Ventures,Seed Funding,"160,000"
822,07/01/2016,Myly,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,"100,000"
823,07/01/2016,MakeMyTrip,Gurgaon,Ctrip.com International Ltd,Private Equity,"180,000,000"
824,08/01/2016,Melorra,Bangalore,Lightbox Ventures,Private Equity,"5,000,000"
825,08/01/2016,ConfirmTKT,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Funding,"250,000"
826,08/01/2016,Gyaanzone,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,"45,000"
827,11/01/2016,Koovs,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,"5,400,000"
828,11/01/2016,FreshMenu,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,"16,500,000"
829,11/01/2016,SavvyMob,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Funding,"1,000,000"
830,12/01/2016,Shopclues,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,"100,000,000"
831,12/01/2016,iBus Networks,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,"2,300,000"
832,12/01/2016,Happy2Refer,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,"250,000"
833,13/01/2016,CarTrade,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,"145,000,000"
834,13/01/2016,Rentomo,Bangalore,Shiva Ashok & Other unnamed investors,Seed Funding,"100,000"
835,13/01/2016,Roder,New Delhi,Unicorn India Ventures,Seed Funding,"240,000"
836,13/01/2016,Care24,Mumbai,"SAIF Partners, India Quotient",Private Equity,"4,000,000"
837,14/01/2016,Orahi,Gurgaon,Indian Angel Network,Seed Funding,"520,000"
838,15/01/2016,Fitso,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed Funding,"200,000"
839,18/01/2016,Kartrocket,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,"6,000,000"
840,19/01/2016,Swiggy,Bangalore,"Harmony Partners, RB Investments & existing investors",Private Equity,"35,000,000"
841,19/01/2016,DailyObjects,New Delhi,"Unilazer Fund,  Phanindra Sama, Peyush Bansal",Private Equity,"1,400,000"
842,19/01/2016,Indus OS,Mumbai,"Omidyar Network,",Private Equity,"5,000,000"
843,19/01/2016,CollegeDunia,New Delhi,Umang Kumar,Seed Funding,"445,000"
844,19/01/2016,Villgro,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,"3,500,000"
845,20/01/2016,IndustryBuying,New Delhi,Trifecta Capital,Private Equity,"1,800,000"
846,20/01/2016,Just Buy Live,Mumbai,Alpha Capital,Private Equity,"20,000,000"
847,20/01/2016,IMbesharam,New Delhi / US,Undisclosed US Based Investors,Private Equity,"4,000,000"
848,20/01/2016,Moodoo,Mumbai / UK,Saïd Business School Seed Fund.,Seed Funding,"40,000"
849,21/01/2016,Fisdom,Bangalore,Rob Chandra,Seed Funding,"500,000"
850,21/01/2016,Easypolicy,Noida,Unilazer Ventures,Private Equity,"2,200,000"
851,21/01/2016,Housing.com,Mumbai,SoftBank Corp,Private Equity,"15,000,000"
852,21/01/2016,CREO,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,"3,000,000"
853,22/01/2016,ShabdaNagari,Kanpur,Kanpur Angels & Others,Seed Funding,"200,000"
854,22/01/2016,SnapBizz,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,"7,200,000"
855,22/01/2016,Silvan,Bangalore,The Chennai Angels,Seed Funding,"515,000"
856,22/01/2016,EPS,Mumbai,APIS Partners,Private Equity,"35,000,000"
857,22/01/2016,Qubole,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,"30,000,000"
858,25/01/2016,SIFTR Labs,Mumbai,Venture Catalysts,Seed Funding,"150,000"
859,25/01/2016,Power2SME,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,"21,000,000"
860,27/01/2016,Buildzar,Gurgaon,Puneet Dalmia,Private Equity,"4,000,000"
861,27/01/2016,Applicate,Bangalore,Undisclosed investors,Seed Funding,"1,000,000"
862,28/01/2016,Zebi (yet to launch),Hyderabad,Un disclosed investors,Seed Funding,"1,000,000"
863,28/01/2016,Truce,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,"370,000"
864,29/01/2016,Qriyo,Jodhpur,Idein Ventures,Seed Funding,"160,000"
865,29/01/2016,Aisle,Bangalore,"TermSheet, ah! Ventures",Seed Funding,"185,000"
866,29/01/2016,FreshMenu,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,"17,000,000"
867,29/01/2016,Truebil,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,"5,150,000"
868,29/01/2016,Rare Media,New Delhi,Info Edge (India) Ltd,Private Equity,"1,100,000"
869,01/12/2015,CollegeDekho,Jaipur,GirnarSoft,Seed Funding,"1,000,000"
870,01/12/2015,Patel Logistics,Mumbai,Frontline Strategy,Private Equity,"5,600,000"
871,01/12/2015,Wigzo,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,"500,000"
872,01/12/2015,Godof Hospitals,New Delhi,Pankaj Gupta,Seed Funding,"2,000,000"
873,02/12/2015,RoomsTonite,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna",Seed Funding,"1,500,000"
874,03/12/2015,EasyKhaana,New Delhi,Undisclosed investors,Seed Funding,"100,000"
875,03/12/2015,Shuttl,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,"20,000,000"
876,04/12/2015,Applop,Kolkata,GHV Accelerator,Seed Funding,"100,000"
877,04/12/2015,CaRPM,Gurgaon,GHV Accelerator,Seed Funding,"100,000"
878,04/12/2015,NDTV Wedding portal,New Delhi,CerraCap,Private Equity,"20,000,000"
879,07/12/2015,Customfurnish,Hyderabad,Agnus Capital,Private Equity,"4,500,000"
880,07/12/2015,Faasos,Pune,"ru-Net, Sequoia Capital,  Lightbox Ventures",Private Equity,"30,000,000"
881,07/12/2015,Leaf Wearables,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,"250,000"
882,07/12/2015,Coolshare,Mumbai,Gopal Aggarwal,Seed Funding,"100,000"
883,08/12/2015,Yumist,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,"2,000,000"
884,09/12/2015,Jigsaw Academy,Bangalore,Manipal Global Education Services,Private Equity,"3,000,000"
885,09/12/2015,Voxweb,Mumbai,Undisclosed Investor,Seed Funding,"350,000"
886,09/12/2015,Aye Finance,New Delhi,"SAIF Partners, Accion",Private Equity,"3,000,000"
887,10/12/2015,BlackBuck,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,"25,000,000"
888,10/12/2015,HomeStudio,Bangalore,Bren Corporation,Private Equity,"5,000,000"
889,10/12/2015,PropheSee,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"500,000"
890,10/12/2015,i2e1,New Delhi,GrowX Ventures,Seed Funding,"500,000"
891,10/12/2015,Holisol Logistics,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,"10,000,000"
892,10/12/2015,Paynear,Hyderabad,Mitesh Majithia,Private Equity,"2,500,000"
893,10/12/2015,Chillr,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,"7,000,0000"
894,11/12/2015,EureQa,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,"600,000"
895,11/12/2015,OnlineRTI,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,"150,000"
896,11/12/2015,Weddingz.in,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,"1,000,000"
897,14/12/2015,Capricoast,Bangalore,"Accel Partners India, RB Investments",Private Equity,"3,500,000"
898,14/12/2015,Cabsguru,New Delhi,Prashanth Ranganathan,Seed Funding,"200,000"
899,14/12/2015,Whoop,Boston,Infosys,Private Equity,"3,000,000"
900,15/12/2015,Streamoid,Bangalore / Palo Alto,Undisclosed,Seed Funding,"1,000,000"
901,16/12/2015,Housejoy,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,"22,500,000"
902,16/12/2015,Bluebirch,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,"2,000,000"
903,16/12/2015,MeraDoctor,Mumbai,Unilazer,Private Equity,"1,200,000"
904,17/12/2015,Rivigo,Gurgaon,SAIF Partners and others,Private Equity,"30,000,000"
905,17/12/2015,Springboard,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,"1,700,000"
906,18/12/2015,Ampere Vehicles,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,"1,200,000"
907,18/12/2015,CBREX,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,"200,000"
908,21/12/2015,TruckMandi,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,"2,000,000"
909,21/12/2015,Peppertap,Gurgaon,Innoven Capital,Private Equity,"4,000,000"
910,21/12/2015,KOOH Sports,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,"2,000,000"
911,22/12/2015,LatestOne,Hyderabad,Palred Technologies Ltd,Private Equity,"3,000,000"
912,22/12/2015,Arya.ai,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,"750,000"
913,22/12/2015,Doctor Insta,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,"500,000"
914,22/12/2015,MobieFit,Goa,Medi Assist,Private Equity,"1,000,000"
915,23/12/2015,Mech Mocha,Bangalore,"Blume Ventures, Flipkart",Seed Funding,"1,000,000"
916,23/12/2015,Shotang.com,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,"5,000,000"
917,24/12/2015,Black White Orange,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,"303,000"
918,24/12/2015,Canvera,Bangalore,Info Edge (India) Ltd,Private Equity,"2,200,000"
919,28/12/2015,Town Essentials,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,"1,000,000"
920,28/12/2015,Bumper,Bangalore,SAIF Partners,Seed Funding,"500,000"
921,29/12/2015,Hotify,Bangalore,Mahavir Pratap Sharma,Seed Funding,"150,000"
922,29/12/2015,MobiKwik,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,"6,600,000"
923,02/11/2015,Twigly,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,"200,000"
924,02/11/2015,CityFlo,Mumbai,IDG Ventures,Seed Funding,"750,000"
925,03/11/2015,Pokkt,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel’s Innov8, Jungle Ventures, K Ganesh",Private Equity,"5,000,000"
926,03/11/2015,boibanit,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,"150,000"
927,03/11/2015,Stuffed,Mumbai,Riqueza Capital,Seed Funding,"385,000"
928,03/11/2015,Deyor Rooms,New Delhi,Dheeraj Jain & Others,Seed Funding,"500,000"
929,03/11/2015,Bidgely,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,"16,600,000"
930,04/11/2015,Shirsa Labs,Mumbai,ah! Ventures,Seed Funding,"250,000"
931,04/11/2015,YourDOST,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,"400,000"
932,05/11/2015,BookMyBai,Mumbai,Vineel Nalla & Others,Seed Funding,"150,000"
933,05/11/2015,MyIndianStay,Goa,Undisclosed investors,Seed Funding,"200,000"
934,06/11/2015,Satvacart,Gurgaon,Undisclosed HNIs,Private Equity,"1,800,000"
935,06/11/2015,POPxo.com,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,"2,000,000"
936,06/11/2015,SparesHub,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,"460,000"
937,06/11/2015,Explara,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,"490,000"
938,06/11/2015,Yuvi Hospitality,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,"15,000,000"
939,09/11/2015,AppVirality,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,  Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,"500,000"
940,09/11/2015,iStar Skill Development,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,"1,500,000"
941,09/11/2015,BigStylist.com,Mumbai,Info Edge,Private Equity,"1,000,000"
942,09/11/2015,Zilingo,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,"1,900,000"
943,09/11/2015,Didi,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,"150,000"
944,09/11/2015,Skoov.com,Mumbai,undisclosed investor,Seed Funding,"150,000"
945,10/11/2015,Chefs Basket,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,"6,000,000"
946,11/11/2015,Delight Foods,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,"600,000"
947,11/11/2015,RenewBuy,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,"500,000"
948,12/11/2015,Hitwicket,Hyderabad,Chennai Angels,Seed Funding,"250,000"
949,16/11/2015,Cashkaro.com,Gurgaon,Kalaari Capital,Private Equity,"3,700,000"
950,16/11/2015,Absentia,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,"180,000"
951,16/11/2015,TaskBucks,New Delhi,Times Internet,Private Equity,"15,000,000"
952,17/11/2015,CraftsVilla,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,"34,000,000"
953,17/11/2015,Julia Computing,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,"600,000"
954,17/11/2015,StyleTag,Bangalore,Jitu Virwani,Seed Funding,"7,500,000"
955,17/11/2015,Smytten,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,"200,000"
956,17/11/2015,BiBox,Bangalore,Ravi Krishnamurthy,Seed Funding,"530,000"
957,17/11/2015,Convegenius,Noida / Singapore,Enablers platform,Seed Funding,"300,000"
958,18/11/2015,Ola,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,"500,000,000"
959,18/11/2015,Goodbox,Bangalore,Nexus Venture Partners,Private Equity,"2,500,000"
960,18/11/2015,ScoopWhoop,New Delhi,Kalaari Capital,Private Equity,"4,000,000"
961,19/11/2015,UrbanClap,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,"25,000,000"
962,19/11/2015,SenseGiz,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,"500,000"
963,19/11/2015,Fourseven,New Delhi,Indian Angel Network,Seed Funding,"455,000"
964,20/11/2015,MindTickle,Pune / US,New Enterprise Associates,Private Equity,"12,500,000"
965,20/11/2015,Medinfi,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,"305,000"
966,20/11/2015,OUWT,Mumbai,Undisclosed investors,Seed Funding,"150,000"
967,20/11/2015,HeyPillow,Bangalore,Hampton Capital,Private Equity,"3,000,000"
968,21/11/2015,Caravan Craft,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,"1,200,000"
969,21/11/2015,Talkoot,Bangalore,Undisclosed investors,Seed Funding,"100,000"
970,23/11/2015,RentoMojo,Bangalore,"IDG Ventures India,  Accel Partners India",Private Equity,"2,000,000"
971,23/11/2015,Medikoe,Bangalore,Anil Menon,Seed Funding,"100,000"
972,24/11/2015,Stylofie,Gurgaon,Swastika,Seed Funding,"250,000"
973,24/11/2015,Naaptol,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,"52,000,000"
974,25/11/2015,EarlySalary.com,Mumbai,Ashok Agarwal,Seed Funding,"1,500,000"
975,25/11/2015,Tooler,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,"110,000"
976,25/11/2015,S Chand,New Delhi,IFC Everstone Group,Private Equity,"27,000,000"
977,26/11/2015,GoQii,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,"13,400,000"
978,26/11/2015,Grofers,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,"120,000,000"
979,26/11/2015,Pluss,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,"1,000,000"
980,30/11/2015,Baxi,Gurgaon,"Manish Kheterpal, Alok Mittal,  Puneet Dalmia,",Seed Funding,"1,450,000"
981,30/11/2015,Superhero Brands,Mumbai,DSG Consumer Partners,Seed Funding,"540,000"
982,30/11/2015,QikPod,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,"9,000,000"
983,01/10/2015,Muvizz,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,"350,000"
984,02/10/2015,Shopalyst,Bangalore,Kalaari Capital,Private Equity,"2,000,000"
985,03/10/2015,Chillr,Mumbai,Sequoia Capital,Private Equity,"6,000,000"
986,05/10/2015,Nykaa,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,"9,500,000"
987,05/10/2015,Voylla,Jaipur,Peepul Capital,Private Equity,"15,000,000"
988,05/10/2015,IndiaLends,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,"1,000,000"
989,05/10/2015,Rock N Shop,New Delhi,High Networth Individuals (undisclosed),Seed Funding,"150,000"
990,06/10/2015,DocPlexus,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,"700,000"
991,06/10/2015,WorkIndia,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,"500,000"
992,06/10/2015,SportzVillage,Bangalore,Gaja Capital Private Equity Fund,Private Equity,"10,000,000"
993,06/10/2015,Burger Singh,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,"500,000"
994,06/10/2015,Welcome Cure,Mumbai,Unnamed Media house and HNIs,Private Equity,"6,000,000"
995,07/10/2015,SchoolGuru,Mumbai,High Networth Individuals from India & USA,Private Equity,"3,000,000"
996,07/10/2015,GoJavas,Gurgaon,Snapdeal,Private Equity,"20,000,000"
997,08/10/2015,ZuperMeal,Mumbai,"Sanjeev Kapoor,  Ravi Saxena & Others",Private Equity,"2,000,000"
998,08/10/2015,Cube26,New Delhi,"Tiger Global Management, Flipkart",Private Equity,"7,700,000"
999,08/10/2015,Grabhouse,Bangalore,Sequoia and Kalaari Capital.,Private Equity,"10,000,000"
1000,08/10/2015,Quifers,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,"310,000"
1001,09/10/2015,Stockroom.io,Hyderabad,Undisclosed Investors,Seed Funding,"70,000"
1002,09/10/2015,Cloud Lending,Bangalore / San Mateo,SF Capital Group,Private Equity,"8,000,000"
1003,09/10/2015,Inayo,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,"300,000"
1004,09/10/2015,Kulzy,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,"1,000,000"
1005,09/10/2015,Zeppery,New Delhi,Suyash Sharma,Seed Funding,"77,000"
1006,12/10/2015,Zify,Hyderabad,Sean O’Sullivan & Others,Seed Funding,"190,000"
1007,12/10/2015,Gridle,Ahmedabad,LetsVenture,Seed Funding,"100,000"
1008,13/10/2015,Voodoo,New Delhi,SAIF Partners,Seed Funding,"1,000,000"
1009,13/10/2015,Lookup,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,"2,500,000"
1010,14/10/2015,AskMyGift,Noida,Turning Ideas,Seed Funding,"50,000"
1011,14/10/2015,Zappfresh,Gurgaon,Undisclosed Investors,Seed Funding,"77,000"
1012,17/10/2015,S-Cube Futuretech,Mumbai,Parampara Capital,Private Equity,"1,000,000"
1013,19/10/2015,Citrus Payment,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,"25,000,000"
1014,19/10/2015,Holidify,New Delhi,Aarti Group,Seed Funding,"100,000"
1015,20/10/2015,Opinio,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,"7,000,000"
1016,20/10/2015,Attune Technologies,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,"10,000,000"
1017,21/10/2015,AgentDesks,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,"2,950,000"
